Date,Rating,User,Review
"November 20, 2019",1,toaster cat,I dont like school
"February 20, 2019",1,A Google user,
"February 9, 2019",1,Eren E,skool aint cool
"October 16, 2018",1,Im Maxing RS,
"September 25, 2019",1,yo its kyle,Cant sign in
"October 29, 2019",5,hyperyeet 1,Schoo and its usefull
"August 22, 2019",5,MOHAMMAD SYAUQEE DANIAL MOHD SUHAIMI,Ez to study
"April 19, 2019",1,Rebecca Wilhelm,this app sucks
"April 20, 2019",1,Christopher Mayo,It is emotionaly taxing
"March 28, 2019",1,A Google user,very not suave
"February 14, 2020",5,Jun Clavs,Nays ka nice app
"April 26, 2019",5,Ana Frederick,it is helpful
"September 28, 2019",5,that one weird weaboo,I eet piss
"February 26, 2020",2,Ari Wang,Very disorganized :/
"March 3, 2020",5,Agbo Emmanuel,It good
"February 11, 2020",1,Gabe Azores,My parents trust your stupid app more than their own son and now they get mad and scream at me whenever Schoology is too dumb to understand what counts as overdue and that get a notification
"January 17, 2020",3,reh brandt,tingkatkan lagi bro ribet kalo masuk pake kode kodean
"January 24, 2020",1,Yuri,Ew
"February 3, 2020",5,Amin Fifita,Awsome
"December 9, 2019",1,Moch Aksanun,"bug nya benerin, ga bisa di buka pas lagi darurat darurat nya"
"January 10, 2020",3,Cam Wilson,Lazy design
"December 5, 2019",1,Conner Williams,School sucks
"January 9, 2020",2,Jacob Delarosa,Vv
"November 25, 2019",5,Zalei D.,🤡
"October 30, 2019",1,Marcie Green,Not User Friendly - one of the worst apps I've used. Reviewed this last year with terrible rating. Nothing has changed in this app. Does not work in Android system!
"November 14, 2019",4,BeachLessAnt,"I have to many classes and with all that.. It's a bit messy, please have a better way to organize stuff."
"October 16, 2019",1,Rifai Muslim,Bad layout
"October 2, 2019",3,Avie P.,.....its okay.
"November 5, 2019",5,Vincent Alvarado,Flipgrid
"November 20, 2019",1,Letoua Lyly,Trash
"October 21, 2019",5,H N AHSANUR RAHMAN CHOWDHURY,Very good
"October 10, 2019",1,Matthew Anthony,Trash
"October 25, 2019",4,Animations For Kids,
"September 22, 2019",5,Marcell Justin,
"March 5, 2020",1,Kl Goog m,Nothing works
"September 28, 2019",1,jody p,Die
"December 30, 2019",5,leslie modzi,Just excellent
"December 25, 2019",1,Farrah Shammas,Bad
"September 29, 2019",5,Ke'Anna Williams,Love it
"August 28, 2019",1,Enciso Sara,
"August 27, 2019",1,Yuarsima,gw gadapat pulsa njirr
"August 15, 2019",5,Isaac Warren,just because
"September 26, 2019",1,The Autistic Gamer,G Egg
"September 11, 2019",1,Aneta Junilia,jelek
"September 13, 2019",1,Niguel Roberts,Diffoculties
"November 7, 2019",1,Joel Macedo,Nah
"September 16, 2019",4,l u n i k s,
"August 14, 2019",1,Kadek Novita Dewi,noob
"September 3, 2019",1,Trinity Jefferson,Hate it
"August 14, 2019",4,Shlok Shah,cool
"August 27, 2019",5,Aqilshah Hamidi,Helpfull
"June 24, 2019",5,Mohamad Razif Disa,awesome
"July 21, 2019",5,Reputation Wyvorn,❤
"June 19, 2019",1,luis lopez,
"June 5, 2019",3,shara,"La sesion se cierra cada tanto, deberia tener la opcion de mantener sesion iniciada, ahorraria mucho tiempo y asi me llegarian las notificaciones"
"June 10, 2019",2,Joey Meissner,not great!!
"May 31, 2019",5,Breonna Reed-Fields,Oh okay
"May 25, 2019",2,Shovelknight 04,school
"June 11, 2019",5,Laith Al Hinai,it is good
"April 25, 2019",1,Steven Quartz Universe,SUCKS
"April 20, 2019",5,Aayush Koirala,good
"July 3, 2019",5,Asser Media,jossssa gandos
"March 29, 2019",1,Jahlissa Family,its horrible
"May 2, 2019",5,Mr Cheeto,🐴
"April 19, 2019",5,Other Jennifer,runs smoothly
"February 19, 2019",1,errol calme,"after logging in and download the files on my group then exitting the app and closing the internet connection, when i open it again it will require another data to load the files..its a waste of tme and money sir to timely open the data. please fix this.i love the app but this circumstances is a no no hoping for a good response.thanks update: please have an option to locate/save where the user wants to save the downloaded file like ..it only allows the download to be saved in the phone storage"
"February 1, 2019",4,Grug Gaming,
"February 8, 2019",1,Craftbandicoot,help me
"March 5, 2019",1,George Carino,bad graphics
"February 6, 2019",1,Chy Ezebuiro,zudstid
"March 5, 2019",5,A Google user,its cool
"April 30, 2019",5,albert hernandez,good
"January 25, 2019",3,nick,Would be nice if there was a way to save your spot where you left off on the FMA site.. when I'm watching a video and can't complete it I have to start from the beginning and figure out where I left off. Also my courses do not show up only the book report section. Some adjustments need to be made.
"January 23, 2019",1,Rifa Satriatama Darmokumoro,"this app is sucks, gaguna uh gua remed smua"
"January 15, 2019",1,A. B.,eah
"August 16, 2019",5,Maria Elena Sanchez,super
"March 19, 2019",5,aizat asyikin,Good
"November 13, 2018",5,A Google user,
"October 19, 2018",5,A Google user,
"August 17, 2018",1,Kurt Bohman,
"July 6, 2018",2,Richard Orilla,
"August 21, 2018",1,jarvis outlaw,
"June 11, 2018",5,Gretchen Albano,
"August 24, 2018",3,Olvie Avriel,
"August 18, 2018",1,Fancy Porkchop,
"August 17, 2018",3,Justin Tong,
"August 22, 2018",1,Natalyy Sandoval,
"August 31, 2018",1,A Google user,
"August 23, 2018",5,gabriella perez,
"August 26, 2018",5,A Google user,
"September 26, 2018",4,Isaiah Raphae Vidal,
"May 19, 2018",1,Gregory Walker,
"May 8, 2018",1,Jaye Sobieski,
"June 2, 2018",1,Mason,
"April 25, 2018",1,Daniel Egbune,
"May 15, 2018",1,Jensen Davis,
"May 18, 2018",3,Bigg Dazer,
"March 7, 2018",2,Ciaran Dunne,"Really poor app. App constantly crashes when I attempt to carry out simple tasks - such as posting updates or replying to messages. Also very disappointing that there are no options to upload files from my phone, or tablet - we're a tablet based school and this app is diabolical. I'm having to use OneNote.  Our school will be seriously reconsidering.  Also, your copy and paste response of ""please contact our support team"" is not customer care. App crashes like this have been reported to you numerous times in these feedback messages."
"February 3, 2018",3,Katie McCarthy,"The app for iPhone is much better, entering grades directly into my gradebook is very tedious and my coteacher has an easier time with her iPhone. Also students don't see their gradebook comments when they look on the Android app but they can with iPhone. They should be the same to make it equal for all students."
"February 2, 2018",5,Oliver De Sousa,"I highly suggest Schoology for anyone, it's use can vary in extreme ways. One issue I found, though, is that loading PDFs and videos can often have issues that can only be solved by loading the website."
"March 30, 2018",4,Mark Cameron-Smith,"I have used this app for a few weeks as part of an online course I'm studying. It seems to work fine except for embedded links. I have used my laptop to comment on an assignment and have embedded a link to a webpage. It works fine on my laptop, however when viewing my post on the app later the linked text is not blue/underlined, nor functional. This seems like a pretty buggy function if it can't be seen in this app."
"April 16, 2018",1,A Google user,
"January 24, 2018",5,Colton Duvall,I like it so I can have an excuse to be on my phone
"March 4, 2018",1,Baller Game,
"February 13, 2018",4,Aaron N,I like this app and we use it in school but it still has many bugs to fix
"March 26, 2018",2,Toothless nh,
"March 6, 2018",1,Zaqy Left,
"April 12, 2018",1,A Google user,
"March 27, 2018",4,Melissa Gallagher,
"April 22, 2018",5,Zack Whitman,
"March 7, 2018",1,Millie Owen,
"February 8, 2018",1,Brodie Niswanger,It sucks
"January 25, 2018",5,A Google user,Its really helpful when I forgot my homework
"March 19, 2018",5,Patricia Paul,
"January 29, 2018",5,Nikhil Goud,Best app to learn
"April 12, 2018",5,Bubzy Fan,
"December 11, 2017",1,jeff jeno,"I have never seen a worse app in my entire life. Did first-year app makers create this pile? No functionality at all. Tells you nothing. The people who gave this thing more than one star are probably the ones involved in its hideous creation, and therefore fake! Run and hide from this disaster!"
"December 31, 2017",2,Cindy Jett,"It is a great tool, but very frustrating.  Every time I hit the back key on my phone it closes out the app.  No other app I have ever had does that.  Also, knowing what the stupid little icons on my students assignments is frustrating.  No one knows what they mean."
"January 9, 2018",1,Brian Tepesch,"Can't view grades. The primary reason I downloaded it. Just shows astricks. Worthless. You would think the creator would test things like this. One out of your seven home links, ""grades"", doesn't work. Wow. Well done."
"March 27, 2018",1,Djalu Yudhistira,
"January 3, 2018",5,Consoul Gamer,The app of the future. A mobile app that allows you to check on the go. etc. 7/10 for certain reasons
"January 19, 2018",5,DeeDee Ratchford,I love it because it helps me but after all I'm a 13 year old and I don't like educational things that are beneficial.
"January 3, 2018",2,A Google user,"It's okay.  But recently there's been no way to post statuses/updates and it's really annoying, the group I'm in along with other groups are pretty much dead."
"January 23, 2018",1,ddouble05,"Unusable on Andriod phones, unable to see or select courses and other available on the menu"
"January 5, 2018",1,Nick Running,The interactive lecture doesn't work along with 5 other different things.
"December 19, 2017",4,It's YoBoyNeptune,It would be nice if I could see the info while typing my comment since my teacher uses this for discussion posts. Still a good app though
"January 17, 2018",1,The4Omnis Tarot,It only shows my letter grade
"December 18, 2017",1,Olivia Fellows,It won't let me sign in it's a horrible app don't get it.
"January 19, 2018",3,A Google user,"Needs improvements. When I navigate ""Interactive Lecture"" the page does not load; only blank!!"
"January 18, 2018",1,Jack Kalata,Forced me to download if I want to do my homework
"January 27, 2018",1,Ezekiel,Its litteraly useless
"January 8, 2018",1,PlayBoiz1735 .Savage,It Sucks
"February 1, 2018",5,45kin,Jk lol
"January 22, 2018",4,Natalie Danielle,Very simple to navigate
"December 23, 2018",1,Read Stanton,trash
"December 8, 2017",1,Rob Riker,"Attachments don't show in app (ironically, error msg says to download app). Defies Android UI conventions - you can be many layers down and if you hit the back button once it dumps you out of the app & makes you start again. Several ways to navigate, except most don't work, so you have to know which controls to ignore. (S6edge & Note 12.2 Pro)"
"November 30, 2017",1,Mommy3Ari,"When all the features work, it is great. My interactive lectures have not loaded for 2 months. Official Tech inquiries have been made and still no improvement. This eliminates an entire study block where I'm using my phone out in public. It puts me behind and is very disappointing."
"December 7, 2017",1,Imposter,I can't even log into my account. It always says email and password incorrect but I entered it very slowly and same thing. Also did it on my pc and it worked so I know its the app.
"December 5, 2017",3,Elizabeth McKeown,"The app is kind of a mess. Navigation is convoluted and it might be the least intuitive interface of all time. That being said, it's the best way to keep up with my kids' assignments and it has a great deal of potential."
"December 6, 2017",1,Dave Cobb,"Android notifications don't do anything if you click them, it should take you to the appropriate message in the app.... please fix.  I just gave you the problem information... please take it from here and fix it."
"December 9, 2017",1,Meg Meg,"Difficult to navigate on device; if my son's school wasn't making it mandatory, I would delete immediately"
"November 19, 2017",1,jasecarl barro,"I can't log in everytime i tried it always says""the time on your device is not sync"""
"December 6, 2017",1,the gamer,Dose not give. You a link
"November 22, 2017",1,neema odel,They make me change password 100000000000000000×
"December 5, 2017",1,jett iske,It sucks!!
"February 19, 2018",5,Senti Celo,Very professional
"December 1, 2017",3,Kiran Mulani,Eh
"November 28, 2017",5,Mithun Sunder,It is good
"November 9, 2017",4,A Google user,"The Schoology app is very useful for me to easily pull up my home updates dashboard on my phone when I don't have access to a computer or even just on the fly. It has most features,  but some are hard to access or don't work very often. For example, discussions that aren't in the regular updates section don't always work, and for me to be able to see my teachers' comments on my assignments also doesn't always work. Despite these flaws, I would say this is a very useful and functional app. I would recommend it."
"November 11, 2017",1,A Google user,"The app does not load most important things like the syllabus, lecture material, and etc.  Concept is great, but what it delivers is very poor. I wish there was a different app to use.  I can say that this app is much better on the iPhone.  Please fix!!!"
"November 11, 2017",1,Katherine,The app is terrible. Can't even select multiple files to send to my teacher. It keeps changing the file that was uploaded and it logs me out every time it updates. It also crashes everytime I check my grades!!!
"November 8, 2017",1,Rae hoy,This app would be great. If it would let me log in
"November 16, 2017",4,James Johnson,"I'd prefer a design update, something more like material design. I'm sure others would prefer it as well."
"November 7, 2017",2,holly !!,It's alright but it's the only reason my grade is low. This app is only helpful sometimes but I hate using it
"November 7, 2017",5,Big city girl 123,This works so well and it really helps me with school
"November 9, 2017",3,A Google user,Please show the percents of the assignments and grades
"November 10, 2017",5,Jadyn M,Good for school if it school uses this
"November 11, 2017",5,Leo Nichols,It is wonderful
"February 4, 2018",5,Henrietta Gariba,Really educative
"September 20, 2017",5,P Qin,"online allows id as login.  app only uses email address.  however, online registration does not have option to enter email address since created user id.  poor design  Update: developer quickly reached out to me.  the login issue was resolved after I used a different option.  However, the login page could be re-worded so that people clearly understand that in order to use user name, you will have to enter school name.  app itself is easy to use."
"September 27, 2017",1,Erin McCann,"Horrible, but at least better than the website. As a 33 year IT professional I feel this app has about 32 planners, 2 coders and no UI designers. Probably a great Sales department, though, considering how many schools they conned into this garbage. This app is a prime example of incompetence in both education and corporate software. Microsoft could not have screwed this up more circa Windows ME."
"September 23, 2017",1,lovetigersnake11 stuffedanimalgirl15@hotmail.com,Never in my life have I seen such incompetence from such an app. Never before have I want to shoot myself in the foot as much as I want to now... This is the most dysfunctional app I've ever seen and the worst part is I think that they could have done better because some features actually work while others are just totally dysfunctional and do not work at all. Actually nevermind that's not true none of them work. I actually only use the app for about 5 minutes so I have no idea what I'm saying I just actually hate my school so yeah.
"September 14, 2017",4,Ford Family,There are times where the app just stops working so I have to use my computer or search it up on my browser. But other than that it's a great app that I LOVE to use
"October 7, 2017",4,Matt Lyons,Great LMS! Easy to use for my kids in class and my homebound students. App is fairly reliable and easy to use though not ALL functions are there. Not a problem 99.9% of the time though.
"October 1, 2017",1,Ben Romer,"This app is absolutely trash. Here's some more details, since you asked.  1 - This is not an app. It's a poor implementation of a web browser hooked to some cheap side-menu links that do not work.  2 - The user has to enter their user information and password over and over, because the app doesn't remember it, because as I mentioned in #1, it's not actually an app, it's a web browser.  3 - It is not even a good web browser wrapper, because the pages it redirects to are not designed for a phone, they're designed for a computer.  4 - When the links do occasionally work, the webpages that it brings up are either zoomed out so much they are unreadable, or zoomed in so much that tables are not displayed correctly, making it unusable.  5 - Many in-site links do not work either. I clicked on a ""read comments"" link, and the iframe that came up in the browser wanted my logon information. Again.  Please have your developer sit down with a good book on Android app development, and actually write an app. Considering how much my school district pays for Schoology, we deserve better than this."
"October 4, 2017",3,LIVE & LEARN,"THERE'S no CHAT ROOM in your software..!!! Because I am doing remote online training.   BACKCHANNEL CHAT DOESN'T WORK ALL THE TIME.. PLEASE ADD CHAT ROOM TO SCHOOLOGY. THANKS  Latest Problem I found..  #### When I embed a video in Schoology, in the HTML I have allowed FULL SCREEN MODE.. On my android phone. I hit the full screen icon on the video. It just gave me a black screen.. IT should show the video in LANDSCAPE FULL SCREEN MODE .. Please advise what i need to do to make this work..  Thanks...  #####. GROUPs Should also PROVIDE similar features  LIKE THE COURSE MODULE.. AUDIO RECORDING FEATURE IS NEEDED TO MAKE IT A MORE ATTRACTIVE AND FUN WAY OF INTERACTING.. @@@@ SEE FEATURES IN SEESAW CLASS SOFTWARE@@@@  First of all, the system technically is quite good.. EXCEPT for the following:   1. BLUE SYSTEM Color is VERY DULL AND BORING.  2. Is there a way to list all the courses on A single page so students can choose which one they wish to join?  I am setting up workshops instead of standard classes..  4. Discussion items need to have its own picture displayed alongside the title.. This will make it much more interesting for the students to ENGAGE..  Best Regards, Simon"
"September 24, 2017",3,Diemas,Still needs a lot of improvement like the system after doing a task sometime the outcome (the score) is different eventhough we already doing it with right Also it still has many bug and crash this is really iritating
"October 4, 2017",2,A Miller,"wasted a day of setup on this. signed consent form, but was then rejected approval with no explanation.  can't add a member to a class.  schoology doesn't recognize the school.  no contact for help/support.  no-reply notification with no explanation at all."
"September 18, 2017",1,Danielle Klein,"I downloaded the app and was immediately disappointed that I couldn't edit grades under the tab that says ""Grades."" I can't even view a student report. Uninstalled."
"November 5, 2017",3,A Worthy Noble,They didn't acknowledge how Cedar Elementary doesn't use email to sign in instead we have a number so I couldn't use this for my assignments.
"October 15, 2017",2,Enjay Nicolay,"I can not see things like calendars that are posted from the teachers. App says not available in mobile browser. Well, I AM in the mobile app. I have numerous PDF readers. What gives? This has been going on for TWO years."
"November 8, 2017",3,Girish Reddy,Please check whether an account is fake r not.Lot no.of issues are happening due to posts by fake accounts.kindly go through this problem plz..
"September 11, 2017",4,Linh Huynh,It's okay. Sometimes it crashes and my homework becomes late
"September 30, 2017",1,Lesli Macias,I dont like this app because It doesn't let me sign on my account
"October 18, 2017",1,Michelle archer,Screen times out at 5 seconds. Grades not shown in so. Unistall and using website instead. Sucks
"October 3, 2017",1,This Faggot,I just dont like school and hate being forced to download things lmao
"September 29, 2017",1,Nicholas Hannosh,"It's glitchy like some of the question stop right in the middle so I can't read the question and answer it, it takes a while to load, lastly the format or layout of the app is frustrating because it has all the options right next to each other and hard to press the one you want. Please fix."
"October 12, 2017",1,Death Inspired Child,I need this because my school ipad is lost and it doesnt work!!
"September 21, 2017",1,Kathryn Cox,Can't submit assignments or contact teachers.  Useless.
"September 24, 2017",5,rushella epperson,I use it at school on chromebooks and I and I also got it on my phone it is awesome and easy to use
"October 15, 2017",1,Emerald Comet,The app does not work for me
"October 11, 2017",1,JAY WILL CHANNEL,It's horrible I hate it and I'm a kid
"October 5, 2017",2,Carlos S futboler,I am vass high school and this app log me out sometime Without me even logging out.
"September 23, 2017",5,A Google user,All of it is great but I think you should include the letter grade and the percentage also would be very helpful
"September 15, 2017",2,Robert Maines,Give me the option to see all grades on one page..
"October 21, 2017",5,A Google user,I think it is amazang cus my school is in here so i like it
"October 24, 2017",3,A Google user,u cant check ur classes on android.
"April 20, 2018",5,Miniman,
"October 27, 2017",5,Luke Smith486,Its so amazing i dont have to use my comuter anymore
"November 3, 2017",3,Ronn Parcia,"Good enough. Nonetheless, it needs better navigation and functionality."
"February 22, 2018",5,A Google user,It allows you to keep up with school work
"October 25, 2017",4,Kevin Banegas,Its great to check my grades
"October 9, 2017",5,Agus Hendra,Sangat membantu
"October 22, 2017",1,Valerie Bergeron,It sucks
"October 28, 2017",5,Vinitha Kumari,"Superb,great..... Very useful n helpful"
"October 14, 2017",5,Emily Sansteaad,It's good for school
"September 12, 2017",5,David Puentes,Helpful and awesome
"September 12, 2017",5,arnold akpedje agbana,😎 👍
"September 9, 2017",5,Justin Moore,Cool
"September 6, 2017",5,RoxKet,Helps showing what assignments you missed/ need to do or pint. It's helps when you use Hac and you see a low grade you can ask your teacher for help or why you got that grade
"September 6, 2017",3,Itai Iloni,"Elements of the app are very accessible in comparison to the desktop website, but the UI is unpolished and could use a face lift into a more modern design language."
"August 24, 2017",4,Ordinary Things,It's ok. I use it for my school but it works well. It makes class assignments more easy to see and I can see my grades whenever
"August 25, 2017",1,a hmph berry,I cant log in. Not even through my school. Wow what a surprise. Are you going to fix it or not?
"August 24, 2017",1,Thames Stokes,It's so slow and crashes a lot
"August 31, 2017",1,A Google user,It was not letting me sign i in
"August 17, 2017",5,Mohammad Musa,Amazing but please help me how to put a picture to my profile . Pls reply asap :) thank you
"August 28, 2017",2,A Google user,It wont let me sign in
"August 21, 2017",1,Al Gallardo,Schoolloop 4 lyfe
"August 23, 2017",2,Donia Mobli,Couldn't sign in
"September 2, 2017",5,Reese Milner,My school uses this and I was happy it was a app 😄👍👍
"August 20, 2017",5,Karyn Andreadis,"Its super awesome for homework,  assignments, and etc."
"August 25, 2017",1,TheAsian27,Pure trash
"August 28, 2017",5,Celica M,Useful for our homeschool day.
"September 7, 2017",5,Young YT,Love it me wisley
"August 20, 2017",5,Deborah Ravenscraft,Good resource
"August 25, 2017",5,CJ G,Awesome and great
"September 6, 2017",5,Marvinia Philemon,Helpful
"August 24, 2017",5,A Google user,Love it
"July 30, 2017",3,Argon,Its fine... But my only problem is that my email stopped informing/notifying me about the activities posted by my professor in Schoology. Please fix this.
"August 9, 2017",1,Sasha Barron,Can't see the members in my class at all and my upcoming assignments
"August 2, 2017",2,Shikhar Singh,Many crucial features like course attendance and course members are present on the website but not on the app. Please add these important features on the app too.
"January 4, 2018",3,Nikki Schoolcraft,It won't load correct grades
"July 31, 2017",1,C R A Z E D C O C O N U T,This app is garbage and you go to submit something and it doesn't submit and I hate it
"August 7, 2017",1,Balado Dicky,GUOBLOK! Sekali ke back udh g bisa lanjut solanya jadi bikin nilai jelek
"August 7, 2017",5,A Google user,It's a nice way to do school stuff online then on a piece of paper...
"August 3, 2017",1,saldie abellanosa,I cant log-in.
"August 8, 2017",1,Oggamer260,Savage
"July 26, 2017",5,Pt Pande,Ok good
"July 13, 2017",1,A Google user,Great app. Until my son couldn't sign in. Now he can't see any of his grades or do any out his homework. Thanks a bunch.
"July 5, 2017",2,A Google user,Using this in my district - works well on cell phones & desktop computers. It doesn't seem to be functional as an Android app on my Chromebook... hoping for that to change soon!
"June 25, 2017",1,Joyce Goh,kept failed to download material
"July 6, 2017",1,Christian Ortiz,Scoology machine broke 🅱
"June 22, 2017",1,Evin Mills,Wouldnt let mel log in
"June 7, 2017",4,Magnus,Was amazing but was slow to use
"June 30, 2017",5,A Google user,It was so fantastic apps
"May 28, 2017",4,Roawoon Lee,"This app is all around good, but the thing that sets this apart from being a 5 star app is the fact that it doesn't show the averages of the classes. On iOS devices I see that feature, but no the Androids. Just make them equivalent and not make one more developed than the other. It's not that hard of a task if you did on iOS. I'm pretty most are just dying for this feature to happen. Please do this."
"May 31, 2017",5,dolly diaz,The app is great! I can take notes from things at school right at home
"May 31, 2017",5,A Google user,It is a good app for seen school worksheet
"May 6, 2017",4,Owl,"So I'm in Precalculus, and my school uses schoology. On schoology, my teacher has an ""Assignment List,"" which is a list of homework assignments and upcoming tests. One of the assignments is a worksheet, which when selected on the mobile browser gives the notification, ""This cannot be displayed."" It then suggests downloading the schoology app in order to view it. However, after finding my class on the app, clicking on the assignment list simply takes me back to the page on chrome, where, after finding the worksheet again, it tells me that it can't be displayed, and that I should download the app in order to view it. 5 stars if you can do something about this, the app is much more convenient than going to the web page every time. This is just an issue I've had."
"May 3, 2017",3,Jim W,The forum is not organized at all.  The grades just show a * until you drill down into it.  The discussion notifications do not tale you to the reply.  It works for viewing lectures but two stars for that basic functionality not working.
"April 21, 2017",2,Tranquilityy.t,I really don't like the fact that when people send u links for work u cant view them on the phone. the whole point you download it is bc ur on the go and cant be on a computer. U GUYS NEED AN UPDATE.
"April 18, 2017",1,Mindy Tipton,"As of a recent update, the app doesn't work well. Especially with messages, I just get a black screen when trying to reply."
"April 30, 2017",3,Datha Bindumalam,"The IOS version allows me to view attachments to my homework. However, I couldn't see the attachment on my android tablet. Please give equal features to Android and IOS, don't leave out on all the Android users."
"May 24, 2017",5,Liz Lubeskie,Love that I can respond to student and parent concerns without exchanging cell numbers. Easy way to updayte my students and parents of upcoming events.
"September 28, 2017",5,Danasia,It is really helpful and keeps my school work organized without the hassle.
"May 1, 2017",1,A Google user,The newest update does not allow you to view all the forum posts only the original ones. Boo!
"April 26, 2017",1,A Google user,Won't let me log in even when I put in right password
"May 25, 2017",5,Ariel Margolis,The app allows me to take my students with me and keep in touch! A true mobile experience!
"April 27, 2017",2,Alexandre Foucault,"Better than Moodle, but not great."
"May 5, 2017",5,A Google user,It's a great way to check if you have homework assignment
"May 10, 2017",2,Steven Vlogs,I you it in school
"May 20, 2017",1,A Google user,It suck i prefer to use it at school
"May 16, 2017",1,Will Glenn,Nigg
"May 26, 2017",5,Chandler Behn,Cool
"April 12, 2017",5,Josh Schumacher,It makes turning komwork in a lot better and it is cool to have teachers  and staff to give you updates on things
"April 14, 2017",5,Amaya Rodriguez,Makes it easier to do homework
"May 19, 2017",1,Ellen L,Sucked
"March 16, 2017",4,Kolina Kelley,It is pretty good. Could use some updates for UI and stuff it can bug out a bit but useful to see assignments and stuff.
"April 5, 2017",5,jack O haire,"Very enjoyable for doing schoolwork and studying gach la, I love to study, and u should too, thus app is great for learning and education and I look forward further updates ABD MAYBE EVEN A NEW APP OMG!  Signed Richeteard Buriyuriana"
"March 23, 2017",2,Zi Corbett,It's very glitchty and slow.
"April 5, 2017",3,Robbie Swanson,It needs a seprate app ti submit some assignments and i cant download them plz add a new way to submit assignments
"March 23, 2017",5,A Google user,helps you with your asignments.
"April 12, 2017",3,Cheesy Sim,Crashes a lot recently
"April 5, 2017",1,Nathan Owens,Because it's broken
"April 10, 2017",1,Solo G9,Can't log in
"September 26, 2017",1,Jake Alm,Gutter Trash
"March 21, 2017",5,yahia bahgat,Fantastic app Helpful in studying
"March 31, 2017",5,Jacob Swenson,Its good for studying
"April 11, 2017",5,Mazer Rackham,Loved it!
"March 23, 2017",1,A Google user,Bad
"March 15, 2017",4,Gary O'Brien,"The app does what it needs to do, but there are some UI elements that should be added. You should add support for swiping from the edge of the screen to access the menu instead of tapping the little button in the top left corner."
"March 8, 2017",1,Max Tighe,"This app is, right now, awful. The application opens by chance, and crashes 70% of the time. The screen is rather clustered and unhelpful. None of the discussions load properly at all, and the teachers' notes on my assignments never load correctly either. Please, just wipe this clean and start over."
"March 8, 2017",1,April Pedley,Stupidest thing ever invented! Bring text books back to our schools!
"March 14, 2017",5,Shania Mondesir,I think it helps students learn things in a better way.
"March 8, 2017",2,tina shams,How I can put  profile pic? 👎
"March 16, 2017",5,A Google user,Great app for class collaboration.
"March 8, 2017",5,Angelica Rijsy,Good app.. Thanks 😁
"March 14, 2017",1,Saksham Vashistha,Piece of crap
"March 15, 2017",1,Tommy Kettler,Too complicated
"August 7, 2017",5,Jeba Nahian,bored
"January 18, 2017",1,The Eddie's Mullet,"We were better off using pencil and paper.  Thought using the app would be better than using the Internet, it's not...  If you close it on accident, which you will do because the back botton on you phone close it, it takes back to the main menu. The layout is not formatted properly, things are cutoff and squished awkwardly on screen. I only haven't deleted it because it keeps me from having one less Internet tab open."
"January 24, 2017",1,Valkyrie Andisite,"Absolute Crap. I'm a student and it's frustrating that I'm behind in my classes because I can't join a course. Whenever I try to open a lesson in the classes I already have, the app freezes and crashes or just straight up doesn't open it.  And there's no reason this app needs to make and manage my calls."
"January 20, 2017",4,A Google user,"I like that I can grade my students' work from my phone while riding the bus! One thing that would be nice would be if the text of students' submissions were visible on the page where I grade the submission, maybe under an arrow. It's annoying to open a file on a separate page for every single submission, especial the ones that the kids typed in the ""Create"" box."
"January 20, 2017",3,Ethan Garvey,"Not very polished. My friend used the app to log into his account and now, even though I logged out of his and back into mine, I'm getting notifications from his teachers' postings. Bugs with taking tests are an issue that should be solved. One wrong on a matching section makes you lose points for that whole problem... Not the best companion for school."
"March 2, 2017",5,Fauzan Baharom,Not sure what the hate is about. My 20+ students used it just fine for two years. We will change our review if a recurring problem occurs.
"February 10, 2017",1,The Ripper,"Apsolute crap, don't ever download this, waste of time. Never actually lets me access my work and crashes."
"January 27, 2017",1,A Google user,Absolutely worthless! Every time I attempt to view a document in the app it tells me to open the app.  This app is a complete waste of time and memory!
"January 11, 2017",1,A Google user,"If only I could put down zero stars,I would be all over that.       This was a forced download orcrestated by my IS1 Teacher Mr.Memeo that's right   science teachers,EXPOSED!!"
"January 10, 2017",2,shan sel,Its telling me I have to install the app to view certain things but I'm on the app!
"February 8, 2017",2,Nick Opris,I was reading an update when my phone went offline. The app cleared my screen and said that the content is not available offline.
"January 28, 2017",3,Danny Zimmerman,Meh. It a upgrade from the mobile internet version but you cant even do your work on it as a student. It may be good for teachers but not for high schoolers
"January 12, 2017",5,Amy Thompson,"This is SUPER useful when you have homework that you need to access through Schoology, but you're too tired to walk upstairs to your laptop. XD"
"January 12, 2017",1,Zoel Lindstrom,I logged into the website and then it told me to download the app so I did and now I can't log in. If I could give in negative stars I would
"February 21, 2017",1,Marc Neoh,i hate this app but i have to download it to get my school work done
"March 5, 2017",3,Superb Trilogy,1. I'm having trouble submmting documents online to my teachers.
"January 28, 2017",1,Alec Wahl,Its an app for school its never goung to be interesting
"February 28, 2017",1,Kai Vogel,"Can't log in to my account, password works fine on my browser"
"January 17, 2017",4,Sebastian Serafin,Before downloading it you should have schoology ID
"January 9, 2017",5,A Google user,It helps teachers and me most of all with school
"February 2, 2017",1,timoh,"Too much school,not enough dank memes XD lmao trollolololololololol kys lol cash me ousside howbowdah"
"January 12, 2017",1,Sann san,"Needs improvement, unclear, messy, confusing"
"January 11, 2017",4,Lucas Gardin,This app alowes for me to hand in HW assignments on the go!
